B15C	-	M	R	-	M	R	R	R	R	R	-	-	-	-	-	M	R	N
B1P	-	R	R	-	-	R	R	R	R	R	-	-	-	-	-	R	R	M
B2Bo	-	R	R	-	-	R	R	R	R	R	-	-	-	-	-	R	R	R
B3Bo	-	R	R	-	-	R	R	R	R	R	-	-	-	-	-	R	R	R
B4Bo	-	R	R	-	-	M	R	R	R	R	-	-	-	-	-	R	R	N
B4C	-	L	R	-	-	R	R	M	N	M	M	-	-	R	R	N	R	L
B6C	-	K	R	-	K	K	R	R	R	R	-	-	-	-	-	R	M	K
MC105	M	R	M	-	-	L	N	N	M	K	K	M	M	-	-	K	K	I
S10C	-	R	K	-	-	R	D	R	K	I	L	-	L	R	R	N	L	H
T9C	-	R	R	-	-	I	N	N	-	-	-	-	-	-	-	-	-	-
TT319	-	H	L	M	L	H	M	R	N	H	R	K	-	K	R	-	-	-
Y1C	-	I	R	-	-	R	D	R	N	L	R	-	K	M	R	L	-	-
